ID;Hora de inicio;Hora de finalización;Correo electrónico;Nombre;"Seleccione el Comité de Bienestar al cual pertenece (si no lo conoce, por favor consulte con el encargado de bienestar de su unidad):
";Componente / Jefatura:;Componente / Jefatura:2;Componente / Jefatura:3;Componente / Jefatura:4;Componente / Jefatura:5;Componente / Jefatura:6;Componente / Jefatura:7;Componente / Jefatura:8;Componente / Jefatura:9;Componente / Jefatura:10;Componente / Jefatura:11;Componente / Jefatura:12;Componente / Jefatura:13;Componente / Jefatura:14;Componente / Jefatura:15;Componente / Jefatura:16;Seleccione la categoría a la cual pertenece:;Seleccione la categoría a la cual pertenece:2;Grado:;Grado:2;Tiempo en la institución:;Estado civil:;"¿CONOCE EL PROGRAMA DE INCENTIVOS?
Enfocado en reconocer el compromiso y desempeño del personal en el logro de resultados. Ejemplo de actividades relacionadas con el programa: Medallas, condecorac...";Dentro del Programa de Incentivos ¿La entrega de incentivos o reconocimientos que ha recibido usted está acorde a su nivel de compromiso y las labores que desempeña?;Si su respuesta se encuentra dentro del rango de 1 a 3, justifíquela (opcional).;Dentro del Programa de Incentivos ¿Ha evidenciado o ha sido participe de la entrega de incentivos o reconocimientos por la labor y compromiso a otros tripulantes de la institución?;Si su respuesta se encuentra dentro del rango de 1 a 3, justifíquela (opcional).2;"¿CONOCE EL PROGRAMA DE RECREACIÓN Y CULTURA?
Orientado a propender por el aprovechamiento del tiempo libre mediante el desarrollo de actividades recreativas y culturales. Ejemplo de actividades re...";¿Valora usted como positivas las actividades del programa de recreación y cultura que se hacen en su unidad?;Si su respuesta se encuentra dentro del rango de 1 a 3, justifíquela (opcional).3;¿Los tripulantes de su unidad valoran como positivas las actividades del programa de recreación y cultura que se hacen?;Si su respuesta se encuentra dentro del rango de 1 a 3, justifíquela (opcional).4;"¿CONOCE EL PROGRAMA DE DEPORTES Y CULTURA FÍSICA?
Encaminado a estimular el espíritu deportivo y la práctica de actividades que fortalezcan la cultura física y promuevan hábitos de vida saludable....";¿Las actividades del programa de deporte y cultura física que implementan en su unidad incentivan a la práctica de disciplinas deportivas y a mantener la cultura del entrenamiento físico?;Si su respuesta se encuentra dentro del rango de 1 a 3, justifíquela (opcional).5;"¿CONOCE EL PROGRAMA DE SERVICIOS EDUCATIVOS (COLEGIOS NAVALES)?
Encaminado a prestar el servicio educativo a los hijos de los tripulantes de la institución a través de los Colegios Navales.";¿Está conforme con el servicio educativo ofrecido por los Colegios Navales? (Si no es o no ha sido usuario por favor seleccione la respuesta de acuerdo a su percepción);Si su respuesta se encuentra dentro del rango de 1 a 3, justifíquela (opcional).6;"¿CONOCE EL PROGRAMA DE ORIENTACIÓN SOCIOFAMILIAR?
  Direccionamiento de estrategias y recursos institucionales para la realización de talleres de proyecto de vida, prevención de violencias, crisis...";¿Los servicios del programa de orientación y/o educación sociofamiliar ofrecidos por las Oficinas de Atención a la Familia son satisfactorios? (Si no es o no ha sido usuario por favor seleccione l...;Si su respuesta se encuentra dentro del rango de 1 a 3, justifíquela (opcional).7;"¿CONOCE EL PROGRAMA DE SERVICIOS FUNERARIOS?
Facilitar la coordinación de los servicios funerarios y de inhumación del personal en servicio activo, de la reserva y pensionados de la Armada Naciona...";¿El acompañamiento y orientación por parte de la Armada Nacional para la gestión de los servicios funerarios son oportunos? (Si no es o no ha sido usuario por favor seleccione la respuesta de acue...;Si su respuesta se encuentra dentro del rango de 1 a 3, justifíquela (opcional).8;"¿CONOCE EL PROGRAMA DE VIVIENDAS Y ALOJAMIENTOS MILITARES?
Elevar la calidad de vida de los tripulantes en servicio activo de la Armada Nacional y su familia, mediante la asignación de alojamiento...";¿Está conforme con el servicio de viviendas y alojamientos militares para los tripulantes y sus familias? (Si no es o no ha sido usuario por favor seleccione la respuesta de acuerdo a su percepción);Si su respuesta se encuentra dentro del rango de 1 a 3, justifíquela (opcional).9;"¿CONOCE EL PROGRAMA DE PREPARACIÓN PARA EL RETIRO?
  “Héroes vuelven a casa” (IMP) y Seminario fortalecimiento familiar (OF y S/O), busca facilitar la adaptación del personal militar de la Armada ...";¿El Programa de desvinculación asistida y preparación para el retiro facilita la adaptación del funcionario al nuevo entorno social, familiar y laboral? (Si no es o no ha sido usuario por favor se...;Si su respuesta se encuentra dentro del rango de 1 a 3, justifíquela (opcional).10;¿Se ha enterado oportunamente de la realización de las actividades de bienestar programadas por su unidad?;¿En el desarrollo de las actividades de bienestar se evidencia el compromiso del personal encargado en su unidad?;¿Se le brinda el tiempo y las facilidades para asistir a las actividades de bienestar en su unidad?;Seleccione ¿Cuál de los siguientes motivos le ha dificultado recibir o participar de los beneficios o actividades de bienestar? ;Le solicitamos nos brinde sugerencias o aportes que nos sirvan para mejorar las actividades enmarcadas dentro de los programas de bienestar en su unidad.
33168;9/23/24 22:16:48;9/23/24 22:20:16;anonymous;;Comité N° 14. ENAP;;;;;;;;;;;;;;ENAP;;;;Alumno ESFOR;;;0 a 5 años;Soltero (a);SI;3;Mal desempeño;3;.;SI;3;;3;;SI;3; No son apropiadas;SI;3; Planta física;SI;3;No cumple expectativas  ;SI;3;Personal no idóneo  ;NO;3;Mala infraestructura;NO;3;Proceso muy corto  ;4;4;4;Necesidades operacionales o actos del servicio;...
33169;9/23/24 22:17:05;9/23/24 22:20:16;anonymous;;Comité N° 14. ENAP;;;;;;;;;;;;;;ENAP;;;;Oficial;;;0 a 5 años;Soltero (a);SI;5;Comandante no postula;1;Los encargados no postulan;SI;4;;4;;SI;4;;NO;4;;SI;4;;NO;2;;NO;2;;NO;2;;2;4;2;No autorización del comandante;
33170;9/23/24 22:17:24;9/23/24 22:20:17;anonymous;;Comité N° 14. ENAP;;;;;;;;;;;;;;ENAP;;;;Alumno ESFOR;;;0 a 5 años;Soltero (a);NO;1;Mal desempeño;3;En la unidad no se divulga;NO;1;La unidad  no las  realiza  ;1;La unidad  no las  realiza  ;SI;3;La unidad  no las  realiza  ;NO;1;Calidad académica;NO;1;No cumple expectativas  ;NO;1;Mala atención;NO;1;Mala infraestructura;NO;1;No cumple expectativas;1;1;1;No autorización del comandante;Que tomen en cuenta todo 
33171;9/23/24 22:19:24;9/23/24 22:20:17;anonymous;;Comité N° 14. ENAP;;;;;;;;;;;;;;ENAP;;;;Alumno ESFOR;;;0 a 5 años;Soltero (a);SI;5;Mal desempeño;5;Los comandantes no los entregan ;NO;5; Me encuentro en el desarrollo operaciones;5; Poco presupuesto en la unidad para estas actividades;NO;5; No son apropiadas;SI;4; Planta física;SI;4; No los conoce;NO;4;Personal no idóneo  ;SI;4;Poca disponibilidad  ;SI;4; Poca variedad cursos;3;4;3;Responsabilidades personales o familiares;Si
33172;9/23/24 22:17:17;9/23/24 22:20:17;anonymous;;Comité N° 14. ENAP;;;;;;;;;;;;;;ENAP;;;;Alumno ESFOR;;;0 a 5 años;Soltero (a);SI;3;Poco tiempo en la institución;5;;SI;4;La unidad  no las  realiza  ;3;La unidad  no las  realiza  ;SI;3;La unidad  no las  realiza  ;SI;3;Calidad de docentes  ;SI;3;No cumple expectativas  ;SI;3;Mala atención;SI;3;Mala infraestructura;SI;3;No cumple expectativas;1;1;1;No he tenido dificultades;
33173;9/23/24 22:17:36;9/23/24 22:20:17;anonymous;;Comité N° 14. ENAP;;;;;;;;;;;;;;ENAP;;;;Alumno ESFOR;;;0 a 5 años;Soltero (a);SI;5;Poco tiempo en la institución;5;Los comandantes no los entregan ;SI;5;La unidad  no las  realiza  ;5;La unidad  no las  realiza  ;SI;5; No son apropiadas;SI;5; Planta física;SI;5; No los conoce;SI;5;Mala atención;SI;5; Costos;SI;5;No cumple expectativas;5;5;5;No he tenido dificultades;
33174;9/23/24 22:16:54;9/23/24 22:20:17;anonymous;;Comité N° 14. ENAP;;;;;;;;;;;;;;ENAP;;;;Alumno ESFOR;;;0 a 5 años;Soltero (a);NO;1;Poco tiempo en la institución;1;Los encargados no postulan;SI;4;;4;;SI;4;;NO;1;;NO;1;;SI;1;;NO;1;;NO;1;;5;5;5;No he tenido dificultades;Ye
33175;9/23/24 22:17:04;9/23/24 22:20:20;anonymous;;Comité N° 14. ENAP;;;;;;;;;;;;;;ENAP;;;;Alumno ESFOR;;;0 a 5 años;Soltero (a);NO;1;Comandante no postula;5;Los comandantes no los entregan ;NO;5;;5;;SI;5;;SI;5;;SI;5;;SI;5;;SI;5;;SI;5;;5;5;5;No he tenido dificultades;
33176;9/23/24 22:16:41;9/23/24 22:20:20;anonymous;;Comité N° 14. ENAP;;;;;;;;;;;;;;ENAP;;;;Civil ARC;;;0 a 5 años;Soltero (a);NO;3;Mal desempeño;3;En la unidad no se divulga;NO;4; Me encuentro en el desarrollo operaciones;4;;NO;4; No son apropiadas;SI;4; Planta física;SI;3;No cumple expectativas  ;NO;3; Desinformación;SI;3;Poca disponibilidad  ;NO;3;Proceso muy corto  ;3;3;3;Necesidades operacionales o actos del servicio;Mayor conocimiento y experiencia 
33177;9/23/24 22:16:49;9/23/24 22:20:21;anonymous;;Comité N° 14. ENAP;;;;;;;;;;;;;;ENAP;;;;Alumno ESFOR;;;0 a 5 años;Soltero (a);SI;3;Poco tiempo en la institución;1;En la unidad no se divulga;SI;5;;5;;SI;5;;SI;5;;SI;5;;SI;5;;SI;5;;SI;5;;5;5;5;No he tenido dificultades;
33178;9/23/24 22:18:34;9/23/24 22:20:21;anonymous;;Comité N° 14. ENAP;;;;;;;;;;;;;;ENAP;;;;Alumno ESFOR;;;0 a 5 años;Soltero (a);SI;4;Poco tiempo en la institución;3;Los comandantes no los entregan ;SI;4;La unidad  no las  realiza  ;5; Poco presupuesto en la unidad para estas actividades;SI;4;No se divulgan;SI;2;Calidad de docentes  ;SI;5;No cumple expectativas  ;SI;5;Mala atención;SI;1;Mala infraestructura;SI;4;No cumple expectativas;3;3;3;No autorización del comandante;
33179;9/23/24 22:17:03;9/23/24 22:20:21;anonymous;;Comité N° 14. ENAP;;;;;;;;;;;;;;UBAEN;;;Oficial;;;;0 a 5 años;Soltero (a);SI;4;Poco tiempo en la institución;4;.;SI;5;.;4; Poco presupuesto en la unidad para estas actividades;SI;5;;SI;4;;SI;4;;SI;4;;SI;4;;SI;4;;4;4;4;Necesidades operacionales o actos del servicio;
33180;9/23/24 22:17:28;9/23/24 22:20:22;anonymous;;Comité N° 14. ENAP;;;;;;;;;;;;;;ENAP;;;;Alumno ESFOR;;;0 a 5 años;Soltero (a);SI;2;Poco tiempo en la institución;4;;NO;4;;4;;SI;4;;NO;4;;NO;3;;SI;3;;SI;3;;SI;3;;4;4;4;Desinterés personal en participar;
33181;9/23/24 22:17:38;9/23/24 22:20:22;anonymous;;Comité N° 14. ENAP;;;;;;;;;;;;;;ENAP;;;;Oficial;;;0 a 5 años;Soltero (a);SI;4;;4;;SI;4;;4;;SI;4;;SI;4;;SI;4;;SI;4;;SI;4;;SI;4;;4;4;2;Exceso de carga laboral ;
33182;9/23/24 22:16:41;9/23/24 22:20:23;anonymous;;Comité N° 14. ENAP;;;;;;;;;;;;;;ENAP;;;;Oficial;;;0 a 5 años;Soltero (a);NO;2;Poco tiempo en la institución;2;Los encargados no postulan;NO;4;;4;;SI;4;;NO;4;;NO;4;;NO;4;;NO;4;;NO;4;;2;2;2;Exceso de carga laboral ;Mejor divulgación 
33183;9/23/24 22:18:29;9/23/24 22:20:24;anonymous;;Comité N° 14. ENAP;;;;;;;;;;;;;;ENAP;;;;Alumno ESFOR;;;0 a 5 años;Soltero (a);NO;4;;4;;SI;4;;4;;SI;4;;SI;4;;SI;4;;SI;4;;SI;4;;SI;3;No cumple expectativas;4;4;4;Se dio prioridad a otros grados o categorías;
33184;9/23/24 22:16:59;9/23/24 22:20:25;anonymous;;Comité N° 14. ENAP;;;;;;;;;;;;;;ENAP;;;;Alumno ESFOR;;;0 a 5 años;Soltero (a);NO;3;;3;;NO;3;;3;;NO;3;;NO;3;;NO;3;;NO;3;;NO;3;;NO;3;;3;3;3;No he tenido dificultades;
33185;9/23/24 22:16:54;9/23/24 22:20:27;anonymous;;Comité N° 14. ENAP;;;;;;;;;;;;;;ENAP;;;;Alumno ESFOR;;;0 a 5 años;Soltero (a);SI;5;Poco tiempo en la institución;5;;SI;5;;5;;SI;5;;SI;5;;SI;5;;SI;5;;SI;5;;SI;5;;5;5;5;No he tenido dificultades;
33186;9/23/24 22:17:15;9/23/24 22:20:27;anonymous;;Comité N° 14. ENAP;;;;;;;;;;;;;;ENAP;;;;Alumno ESFOR;;;0 a 5 años;Soltero (a);SI;4;;4;;SI;4;;4;;SI;4;;SI;4;;SI;4;;SI;4;;SI;4;;SI;4;;4;4;4;Se dio prioridad a otros grados o categorías;
33187;9/23/24 22:16:51;9/23/24 22:20:28;anonymous;;Comité N° 14. ENAP;;;;;;;;;;;;;;ENAP;;;;Alumno ESFOR;;;0 a 5 años;Soltero (a);SI;4;Poco tiempo en la institución;3;;SI;5;;5;;SI;5;;SI;5;;SI;5;;SI;5;;SI;5;;SI;5;;5;5;5;No he tenido dificultades;
33188;9/23/24 22:17:43;9/23/24 22:20:28;anonymous;;Comité N° 14. ENAP;;;;;;;;;;;;;;ENAP;;;;Alumno ESFOR;;;0 a 5 años;Soltero (a);NO;4;;5;;NO;5;;5;;SI;5;;SI;5;;NO;5;;SI;5;;SI;5;;SI;5;;5;5;5;No autorización del comandante;
33189;9/23/24 22:17:06;9/23/24 22:20:29;anonymous;;Comité N° 14. ENAP;;;;;;;;;;;;;;ENAP;;;;Alumno ESFOR;;;0 a 5 años;Soltero (a);SI;3;Poco tiempo en la institución;5;;SI;5;;5;;SI;5;;SI;5;;SI;5;;SI;5;;SI;5;;SI;5;;5;5;5;No he tenido dificultades;
33190;9/23/24 22:19:04;9/23/24 22:20:31;anonymous;;Comité N° 14. ENAP;;;;;;;;;;;;;;ENAP;;;;Alumno ESFOR;;;0 a 5 años;Soltero (a);SI;2;Poco tiempo en la institución;1;Los comandantes no los entregan ;NO;1;La unidad  no las  realiza  ;1;La unidad  no las  realiza  ;NO;1;La unidad  no las  realiza  ;NO;1;Calidad de docentes  ;NO;1;Mala atención;NO;1;Mala atención;NO;1;Mala infraestructura;NO;1;No cumple expectativas;1;1;1;Exceso de carga laboral ;Nada
33191;9/23/24 22:17:28;9/23/24 22:20:32;anonymous;;Comité N° 14. ENAP;;;;;;;;;;;;;;ENAP;;;;Alumno ESFOR;;;0 a 5 años;Soltero (a);NO;3;Poco tiempo en la institución;3;Los encargados no postulan;SI;2;La unidad  no las  realiza  ;4;;SI;4;La unidad  no las  realiza  ;SI;3;Calidad de docentes  ;SI;4;;SI;4;;SI;4;;SI;4;;4;4;4;Necesidades operacionales o actos del servicio;
33192;9/23/24 22:17:21;9/23/24 22:20:34;anonymous;;Comité N° 14. ENAP;;;;;;;;;;;;;;ENAP;;;;Alumno ESFOR;;;0 a 5 años;Soltero (a);SI;4;;4;En la unidad no se divulga;SI;4;;4;;SI;4;;SI;4;;NO;4; No los conoce;NO;4; Desinformación;NO;4;;SI;4;;4;4;4;No he tenido dificultades;
33193;9/23/24 22:18:04;9/23/24 22:20:34;anonymous;;Comité N° 14. ENAP;;;;;;;;;;;;;;ENAP;;;;Oficial;;;0 a 5 años;Soltero (a);NO;3;Poco tiempo en la institución;3;N;NO;4; Me encuentro en el desarrollo operaciones;4; Poco presupuesto en la unidad para estas actividades;SI;5;;SI;5;;NO;3;;NO;3;;NO;3;;NO;3;;5;5;5;No he tenido dificultades;
33194;9/23/24 22:17:34;9/23/24 22:20:40;anonymous;;Comité N° 14. ENAP;;;;;;;;;;;;;;ENAP;;;;Alumno ESFOR;;;0 a 5 años;Soltero (a);NO;2;Comandante no postula;4;En la unidad no se divulga;NO;3;No asisto por exceso de carga laboral;3;No asisten por exceso de carga laboral;NO;3;No se divulgan;NO;3;Calidad académica;NO;3; No los conoce;NO;3;Mala atención;NO;3; Costos;NO;3; Poca variedad cursos;3;3;3;No he tenido dificultades;
33195;9/23/24 22:19:09;9/23/24 22:20:41;anonymous;;Comité N° 14. ENAP;;;;;;;;;;;;;;ENAP;;;;Alumno ESFOR;;;0 a 5 años;Soltero (a);SI;5;;5;;SI;5;;5;;SI;5;;SI;5;Calidad de docentes  ;SI;5;;SI;5;;SI;5;;SI;5;;5;5;5;No he tenido dificultades;
33196;9/23/24 21:48:45;9/23/24 22:20:42;anonymous;;Comité N° 14. ENAP;;;;;;;;;;;;;;ENAP;;;;Oficial;;;0 a 5 años;Soltero (a);NO;3;Comandante no postula;4;Los encargados no postulan;NO;3;La unidad  no las  realiza  ;5; Poco presupuesto en la unidad para estas actividades;SI;5;;SI;4;;NO;4;;NO;4;;NO;4;;NO;4;;4;4;4;Exceso de carga laboral ;
33197;9/23/24 22:17:26;9/23/24 22:20:44;anonymous;;Comité N° 14. ENAP;;;;;;;;;;;;;;ENAP;;;;Alumno ESFOR;;;0 a 5 años;Soltero (a);SI;5;;4;;SI;4;;5;;SI;4;;SI;4;;SI;4;;SI;4;;SI;4;;SI;4;;4;4;4;No he tenido dificultades;
33198;9/23/24 22:16:48;9/23/24 22:20:45;anonymous;;Comité N° 14. ENAP;;;;;;;;;;;;;;ENAP;;;;Alumno ESFOR;;;0 a 5 años;Soltero (a);SI;5;;4;;SI;5;;5;;SI;5;;SI;5;;SI;4;;NO;1; Desinformación;SI;4;;SI;4;;5;5;5;No he tenido dificultades;.
33199;9/23/24 22:16:56;9/23/24 22:20:46;anonymous;;Comité N° 14. ENAP;;;;;;;;;;;;;;ENAP;;;;Alumno ESFOR;;;0 a 5 años;Soltero (a);NO;2;Comandante no postula;2;Los encargados no postulan;NO;4;;4;No asisten por exceso de carga laboral;NO;4;;NO;3; Planta física;NO;3; No los conoce;NO;3;Personal no idóneo  ;NO;4;Poca disponibilidad  ;NO;3;Proceso muy corto  ;3;3;3;No autorización del comandante;
33200;9/23/24 21:49:39;9/23/24 22:20:47;anonymous;;Comité N° 14. ENAP;;;;;;;;;;;;;;ENAP;;;;Alumno ESFOR;;;0 a 5 años;Soltero (a);SI;4;;4;;SI;4;;3; Poco presupuesto en la unidad para estas actividades;SI;4;;SI;4;;NO;1; No los conoce;NO;4;;SI;4;;SI;4;;3;4;4;Necesidades operacionales o actos del servicio;
33201;9/23/24 22:02:55;9/23/24 22:20:47;anonymous;;Comité N° 14. ENAP;;;;;;;;;;;;;;ENAP;;;;Alumno ESFOR;;;0 a 5 años;Soltero (a);SI;5;N/A;1;No me la he ganado;SI;5;N/A;5;;SI;5;;SI;5;;SI;4;;NO;4;;SI;4;;SI;5;;5;5;5;N/A;
33202;9/23/24 22:16:57;9/23/24 22:20:50;anonymous;;Comité N° 14. ENAP;;;;;;;;;;;;;;ENAP;;;;Alumno ESFOR;;;0 a 5 años;Soltero (a);NO;3;Mal desempeño;1;En la unidad no se divulga;NO;1;La unidad  no las  realiza  ;5;No asisten por exceso de carga laboral;NO;5;;SI;5;;NO;3; No los conoce;NO;3; Desinformación;NO;3;Mala infraestructura;NO;3;No cumple expectativas;1;1;1;Desconocimiento de la realización de las actividades;Que la escuela naval tenga más actividades de bienestar 
33203;9/23/24 22:17:29;9/23/24 22:20:51;anonymous;;Comité N° 14. ENAP;;;;;;;;;;;;;;ENAP;;;;Alumno ESFOR;;;0 a 5 años;Soltero (a);SI;4;;5;;SI;5;;5;;SI;5;;SI;5;;SI;5;;SI;5;;SI;5;;SI;5;;4;5;5;No he tenido dificultades;
33204;9/23/24 22:19:22;9/23/24 22:20:51;anonymous;;Comité N° 14. ENAP;;;;;;;;;;;;;;ENAP;;;;Alumno ESFOR;;;0 a 5 años;Soltero (a);SI;4;;3;;NO;3;;3;;SI;3;;NO;3;;NO;3;;NO;4;;NO;3;;NO;4;;3;2;3;Desinterés personal en participar;.
33205;9/23/24 22:17:48;9/23/24 22:20:52;anonymous;;Comité N° 14. ENAP;;;;;;;;;;;;;;ENAP;;;;Alumno ESFOR;;;0 a 5 años;Soltero (a);SI;1;Comandante no postula;1;En la unidad no se divulga;NO;3;La unidad  no las  realiza  ;2;La unidad  no las  realiza  ;SI;4;;NO;4;;NO;4; No los conoce;NO;4; Desinformación;NO;4;Poca disponibilidad  ;NO;4;Proceso muy corto  ;4;4;4;Exceso de carga laboral ;
33206;9/23/24 22:16:53;9/23/24 22:20:54;anonymous;;Comité N° 14. ENAP;;;;;;;;;;;;;;ENAP;;;;Alumno ESFOR;;;0 a 5 años;Soltero (a);NO;3;Poco tiempo en la institución;3;Los encargados no postulan;NO;4;La unidad  no las  realiza  ;3; Poco presupuesto en la unidad para estas actividades;NO;4;La unidad  no las  realiza  ;SI;4;Calidad de docentes  ;SI;4;No cumple expectativas  ;NO;4;Personal no idóneo  ;NO;3;Mala infraestructura;NO;4;No cumple expectativas;4;4;4;No he tenido dificultades;
33207;9/23/24 22:17:11;9/23/24 22:20:57;anonymous;;Comité N° 14. ENAP;;;;;;;;;;;;;;ENAP;;;;Alumno ESFOR;;;0 a 5 años;Soltero (a);SI;3;Poco tiempo en la institución;4;;SI;5;;5;;SI;5;;SI;4;;SI;4;;SI;5;;SI;4;;SI;4;;4;4;4;No he tenido dificultades;
33208;9/23/24 22:18:48;9/23/24 22:20:58;anonymous;;Comité N° 14. ENAP;;;;;;;;;;;;;;ENAP;;;;Alumno ESFOR;;;0 a 5 años;Soltero (a);SI;4;;1;;NO;5;;5;;NO;5;;NO;5;;NO;5;;NO;5;;NO;5;;NO;5;;5;5;5;No he tenido dificultades;
33209;9/23/24 22:18:49;9/23/24 22:20:59;anonymous;;Comité N° 14. ENAP;;;;;;;;;;;;;;ENAP;;;;Alumno ESFOR;;;0 a 5 años;Soltero (a);NO;4;Poco tiempo en la institución;3;En la unidad no se divulga;NO;3;La unidad  no las  realiza  ;3;No asisten por exceso de carga laboral;SI;3;La unidad  no las  realiza  ;NO;4; Planta física;SI;3; No los conoce;SI;3;Personal no idóneo  ;SI;3;Mala infraestructura;SI;4;Proceso muy corto  ;4;4;3;Responsabilidades personales o familiares;
33210;9/23/24 22:17:54;9/23/24 22:21:00;anonymous;;Comité N° 14. ENAP;;;;;;;;;;;;;;ENAP;;;;Oficial;;;0 a 5 años;Soltero (a);SI;3;Poco tiempo en la institución;3;En la unidad no se divulga;NO;3;No asisto por exceso de carga laboral;3; Poco presupuesto en la unidad para estas actividades;SI;3; No son apropiadas;SI;2;Calidad de docentes  ;SI;2; No los conoce;SI;2;Personal no idóneo  ;SI;2;Mala infraestructura;SI;3;No cumple expectativas;4;3;3;No he tenido dificultades;
33211;9/23/24 22:19:48;9/23/24 22:21:03;anonymous;;Comité N° 14. ENAP;;;;;;;;;;;;;;ENAP;;;;Alumno ESFOR;;;0 a 5 años;Soltero (a);NO;3;Poco tiempo en la institución;2;Los encargados no postulan;NO;2; Me encuentro en el desarrollo operaciones;3;La unidad  no las  realiza  ;SI;5;No se divulgan;NO;5;Calidad de docentes  ;SI;5;No cumple expectativas  ;SI;3;Mala atención;NO;3;Poca disponibilidad  ;SI;3;Proceso muy corto  ;4;2;5;Desinterés personal en participar;
33212;9/23/24 22:17:02;9/23/24 22:21:06;anonymous;;Comité N° 14. ENAP;;;;;;;;;;;;;;ENAP;;;;Alumno ESFOR;;;0 a 5 años;Soltero (a);NO;1;Poco tiempo en la institución;5;;NO;1;La unidad  no las  realiza  ;1;La unidad  no las  realiza  ;SI;5;;NO;1;No lo uso;NO;1; No los conoce;NO;1;No lo conozco;NO;1;No lo conozco;NO;1;No lo conozco ;1;5;3;Desconocimiento de la realización de las actividades;
33213;9/23/24 22:19:41;9/23/24 22:21:08;anonymous;;Comité N° 14. ENAP;;;;;;;;;;;;;;ENAP;;;;Alumno ESFOR;;;0 a 5 años;Soltero (a);SI;5;Poco tiempo en la institución;4;En la unidad no se divulga;NO;3;No asisto por exceso de carga laboral;4;La unidad  no las  realiza  ;NO;4;La unidad  no las  realiza  ;NO;3;Calidad de docentes  ;SI;3;Mala atención;NO;4;Personal no idóneo  ;SI;4;Poca disponibilidad  ;NO;5;Proceso muy corto  ;5;5;5;Exceso de carga laboral ;
33214;9/23/24 22:16:50;9/23/24 22:21:12;anonymous;;Comité N° 14. ENAP;;;;;;;;;;;;;;ENAP;;;;Oficial;;;0 a 5 años;Soltero (a);SI;4;Poco tiempo en la institución;4;En la unidad no se divulga;NO;1;La unidad  no las  realiza  ;2;La unidad  no las  realiza  ;SI;4;No se divulgan;NO;1; Planta física;NO;2; No los conoce;NO;2; Desinformación;NO;1; Costos;NO;1; Poca variedad cursos;2;2;2;No he tenido dificultades;
33215;9/23/24 22:16:49;9/23/24 22:21:13;anonymous;;Comité N° 14. ENAP;;;;;;;;;;;;;;ENAP;;;;Oficial;;;0 a 5 años;Soltero (a);SI;4;Poco tiempo en la institución;4;;SI;4;;4;;SI;5;;NO;4;;NO;4;;NO;4;;NO;4;;NO;4;;4;4;4;No he tenido dificultades;N/A
33216;9/23/24 22:19:48;9/23/24 22:21:14;anonymous;;Comité N° 14. ENAP;;;;;;;;;;;;;;ENAP;;;;Oficial;;;0 a 5 años;Soltero (a);SI;4;Poco tiempo en la institución;4;Los comandantes no los entregan ;SI;4;La unidad  no las  realiza  ;4; Poco presupuesto en la unidad para estas actividades;SI;4;No se divulgan;SI;4;Calidad académica;SI;4; No los conoce;SI;4;Mala atención;SI;4;Poca disponibilidad  ;SI;4;Proceso muy corto  ;4;4;4;Responsabilidades personales o familiares;-
33217;9/23/24 22:17:19;9/23/24 22:21:15;anonymous;;Comité N° 14. ENAP;;;;;;;;;;;;;;ENAP;;;;Alumno ESFOR;;;0 a 5 años;Soltero (a);SI;4;;4;;SI;4;;4;;SI;4;;NO;4;;NO;4;;SI;4;;NO;4;;NO;4;;3;3;3;Se dio prioridad a otros grados o categorías;
33218;9/23/24 22:17:03;9/23/24 22:21:19;anonymous;;Comité N° 14. ENAP;;;;;;;;;;;;;;ENAP;;;;Oficial;;;0 a 5 años;Soltero (a);SI;3;Poco tiempo en la institución;4;;SI;4;;4;;SI;4;;NO;3;No tengo conocimiento ;SI;4;;SI;4;;SI;4;;SI;4;;3;4;3;Desconocimiento de la realización de las actividades;
33219;9/23/24 22:17:07;9/23/24 22:21:22;anonymous;;Comité N° 14. ENAP;;;;;;;;;;;;;;ENAP;;;;Oficial;;;0 a 5 años;Soltero (a);SI;3;Poco tiempo en la institución;4;Si;SI;5;;5;;SI;5;;SI;5;;SI;5;;SI;5;;NO;5;;NO;5;;5;5;5;No he tenido dificultades;
33220;9/23/24 22:17:26;9/23/24 22:21:23;anonymous;;Comité N° 14. ENAP;;;;;;;;;;;;;;ENAP;;;;Alumno ESFOR;;;0 a 5 años;Soltero (a);SI;4;Poco tiempo en la institución;4;Los encargados no postulan;NO;4;No asisto por exceso de carga laboral;4; Poco presupuesto en la unidad para estas actividades;SI;4; No son apropiadas;SI;4;Calidad académica;NO;4; No los conoce;SI;4;Personal no idóneo  ;SI;4;Mala infraestructura;SI;4;No cumple expectativas;4;4;4;Exceso de carga laboral ;Nada
33221;9/23/24 22:17:16;9/23/24 22:21:23;anonymous;;Comité N° 14. ENAP;;;;;;;;;;;;;;ENAP;;;;Alumno ESFOR;;;0 a 5 años;Soltero (a);SI;4;;2;;NO;3;No asisto por exceso de carga laboral;3;;SI;4;;SI;4;;NO;3;;SI;4;;NO;3;;NO;2;;3;3;3;Exceso de carga laboral ;
